Tanggal SPS,Tanggal Bayar,No. SPS,Saluran,ID Pembeli,KAB/ Kota,Nama Komoditi,Jenis Komoditi,Merk Komoditi,Kemasan,Satuan,Kolli Terjual,Kuantum Terjual (Kg/L),Harga per Kemasan,Nominal Penjualan
17-01-2019,17-01-2019,00052/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18729,KOTA DEPOK,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,200,200,10000,2000000
17-01-2019,17-01-2019,00052/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18729,KOTA DEPOK,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,200,200,11800,2360000
17-01-2019,17-01-2019,00054/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44071,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,4,4,70000,280000
17-01-2019,17-01-2019,00051/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,22509,KOTA BEKASI,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,100,500,59000,5900000
17-01-2019,17-01-2019,00051/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,22509,KOTA BEKASI,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,72,72,10000,720000
18-01-2019,18-01-2019,02136/01/2019/09001/SPST,HOREKA,52686,KOTA ADM. JAKARTA UTARA,DAGING KERBAU,FOREQUARTER,DAGING KITA,18,Kg,3,54,1098000,3294000
18-01-2019,18-01-2019,02081/01/2019/09001/SPST,HOREKA,52686,KOTA ADM. JAKARTA UTARA,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,80,80,72500,5800000
18-01-2019,18-01-2019,00055/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,59052,KOTA DEPOK,MINYAK GORENG,MINYAK GORENG,MINYAK GORENG FITRI,1,L,24,24,11000,264000
18-01-2019,18-01-2019,00055/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,59052,KOTA DEPOK,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,52,260,59000,3068000
18-01-2019,18-01-2019,00055/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,59052,KOTA DEPOK,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,96,96,10000,960000
18-01-2019,18-01-2019,00055/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,59052,KOTA DEPOK,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,48,48,11800,566400
18-01-2019,18-01-2019,00055/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,59052,KOTA DEPOK,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,40,40,5500,220000
18-01-2019,18-01-2019,00056/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,71599,KOTA BEKASI,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,20,100,69500,1390000
18-01-2019,18-01-2019,00056/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,71599,KOTA BEKASI,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,40,200,52000,2080000
18-01-2019,18-01-2019,00056/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,71599,KOTA BEKASI,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,20,100,59000,1180000
18-01-2019,18-01-2019,00057/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,19296,KOTA ADM. JAKARTA UTARA,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,15,15,70000,1050000
17-01-2019,18-01-2019,00009/01/2019/09020/SPST,RPK-NON BPNT/Program Sembako,70900,KAB. TANGERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,86,86,70000,6020000
17-01-2019,18-01-2019,00010/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37319,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,45,45,70000,3150000
17-01-2019,18-01-2019,00008/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37379,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,12,12,70000,840000
17-01-2019,18-01-2019,00007/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37264,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,30,30,70000,2100000
17-01-2019,18-01-2019,00006/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37434,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,65,65,70000,4550000
17-01-2019,18-01-2019,00005/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37281,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,22,22,70000,1540000
17-01-2019,18-01-2019,00004/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37365,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
17-01-2019,18-01-2019,00003/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,38738,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,65,65,70000,4550000
17-01-2019,18-01-2019,00003/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,38738,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,124,124,70000,8680000
17-01-2019,18-01-2019,00002/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,24697,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,60,60,70000,4200000
17-01-2019,18-01-2019,00002/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,24697,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,55,55,70000,3850000
17-01-2019,18-01-2019,00001/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37284,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,45,45,70000,3150000
21-01-2019,21-01-2019,00059/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,2692,KOTA ADM. JAKARTA UTARA,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,1,1,70000,70000
21-01-2019,21-01-2019,00059/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,2692,KOTA ADM. JAKARTA UTARA,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,34,34,10000,340000
21-01-2019,21-01-2019,00058/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67727,KOTA ADM. JAKARTA TIMUR,BERAS,KHUSUS,BERAS MILKY,1,Kg,10,10,21000,210000
21-01-2019,21-01-2019,00058/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67727,KOTA ADM. JAKARTA TIMUR,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,10,10,21000,210000
21-01-2019,21-01-2019,00058/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67727,KOTA ADM. JAKARTA TIMUR,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,72,72,10000,720000
22-01-2019,22-01-2019,02083/01/2019/09001/SPST,TOKO/AGEN/PENGECER,72580,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,100,100,70000,7000000
23-01-2019,22-01-2019,00065/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,37986,KOTA BEKASI,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,200,gr,100,20,2300,230000
23-01-2019,22-01-2019,00065/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,37986,KOTA BEKASI,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,5,25,59000,295000
23-01-2019,22-01-2019,00065/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,37986,KOTA BEKASI,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,24,24,11800,283200
23-01-2019,22-01-2019,00064/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,16173,KAB. BEKASI,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,90,90,70000,6300000
22-01-2019,22-01-2019,00063/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,40235,KOTA ADM. JAKARTA UTARA,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,25,125,52000,1300000
22-01-2019,22-01-2019,00063/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,40235,KOTA ADM. JAKARTA UTARA,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,25,125,59000,1475000
22-01-2019,22-01-2019,00062/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44074,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,20,100,52000,1040000
22-01-2019,22-01-2019,00062/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44074,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,50,250,59000,2950000
22-01-2019,22-01-2019,00062/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44074,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,96,96,10000,960000
22-01-2019,22-01-2019,00062/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44074,KOTA ADM. JAKARTA SELATAN,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,12,12,11800,141600
22-01-2019,22-01-2019,00061/01/2019/09001/SPST,TOKO/AGEN/PENGECER,72152,KOTA ADM. JAKARTA TIMUR,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,500,500,10000,5000000
22-01-2019,22-01-2019,00060/01/2019/09001/SPST,HOREKA,72032,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 10%,BERAS POLOS,50,Kg,20,1000,560000,11200000
24-01-2019,24-01-2019,02137/01/2019/09001/SPST,HOREKA,72032,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,FOREQUARTER,DAGING KITA,18,Kg,1,18,1035000,1035000
24-01-2019,24-01-2019,02086/01/2019/09001/SPST,HOREKA,72032,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,71000,1420000
24-01-2019,24-01-2019,02085/01/2019/09001/SPST,HOREKA,72032,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,69000,1380000
24-01-2019,24-01-2019,02084/01/2019/09001/SPST,HOREKA,72032,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,40,40,72500,2900000
24-01-2019,24-01-2019,00066/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,17414,KOTA ADM. JAKARTA TIMUR,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,5,5,21000,105000
24-01-2019,24-01-2019,00066/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,17414,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,75,75,70000,5250000
24-01-2019,24-01-2019,00066/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,17414,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,5,25,59000,295000
24-01-2019,24-01-2019,00066/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,17414,KOTA ADM. JAKARTA TIMUR,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,20,20,10000,200000
24-01-2019,24-01-2019,00066/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,17414,KOTA ADM. JAKARTA TIMUR,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,10,10,5500,55000
24-01-2019,24-01-2019,00067/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44071,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
25-01-2019,25-01-2019,00068/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1027,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,8,8,70000,560000
25-01-2019,25-01-2019,00069/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67729,KOTA BEKASI,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,1,5,69500,69500
25-01-2019,25-01-2019,00069/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67729,KOTA BEKASI,BERAS,KHUSUS,BERASKITA BERAS HITAM,1,Kg,1,1,28000,28000
25-01-2019,25-01-2019,00069/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67729,KOTA BEKASI,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,2,2,21000,42000
25-01-2019,25-01-2019,00069/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67729,KOTA BEKASI,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,1,1,11800,11800
25-01-2019,25-01-2019,00070/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,13166,KOTA ADM. JAKARTA UTARA,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,175,175,10000,1750000
25-01-2019,25-01-2019,00070/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,13166,KOTA ADM. JAKARTA UTARA,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,175,175,11800,2065000
28-01-2019,28-01-2019,02138/01/2019/09001/SPST,HOREKA,52686,KOTA ADM. JAKARTA UTARA,DAGING KERBAU,FOREQUARTER,DAGING KITA,18,Kg,3,54,1035000,3105000
28-01-2019,28-01-2019,02087/01/2019/09001/SPST,HOREKA,52686,KOTA ADM. JAKARTA UTARA,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,80,80,72500,5800000
29-01-2019,29-01-2019,02088/01/2019/09001/SPST,HOREKA,55107,KAB. TANGERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,220,220,69000,15180000
29-01-2019,29-01-2019,00074/01/2019/09001/SPST,TOKO/AGEN/PENGECER,72580,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,HINDQUARTER MEATBOOK,1,Karton,5,100,1400000,7000000
29-01-2019,29-01-2019,00073/01/2019/09001/SPST,TOKO/AGEN/PENGECER,72580,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,HINDQUARTER MEATBOOK,1,Karton,5,100,1400000,7000000
29-01-2019,29-01-2019,00075/01/2019/09001/SPST,TOKO/AGEN/PENGECER,72580,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,HINDQUARTER MEATBOOK,1,Karton,5,100,1400000,7000000
29-01-2019,29-01-2019,00076/01/2019/09001/SPST,TOKO/AGEN/PENGECER,72580,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,HINDQUARTER MEATBOOK,1,Karton,5,100,1400000,7000000
29-01-2019,29-01-2019,00072/01/2019/09001/SPST,HOREKA,72534,KOTA ADM. JAKARTA TIMUR,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,30,150,69500,2085000
29-01-2019,29-01-2019,00071/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,13227,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
29-01-2019,29-01-2019,00071/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,13227,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,15,75,59000,885000
30-01-2019,30-01-2019,02033/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18615,KOTA ADM. JAKARTA UTARA,DAGING KERBAU,FOREQUARTER,FOREQUARTER MEATBOX,1,Karton,20,400,69000,1380000
30-01-2019,30-01-2019,00077/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,2692,KOTA ADM. JAKARTA UTARA,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,5,25,69500,347500
30-01-2019,30-01-2019,00077/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,2692,KOTA ADM. JAKARTA UTARA,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,5,5,10000,50000
30-01-2019,30-01-2019,00077/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,2692,KOTA ADM. JAKARTA UTARA,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,5,5,11800,59000
30-01-2019,30-01-2019,00078/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1124,KOTA BEKASI,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,5,25,69500,347500
30-01-2019,30-01-2019,00078/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1124,KOTA BEKASI,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
31-01-2019,31-01-2019,00031/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,24697,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,102,102,70000,7140000
31-01-2019,31-01-2019,00031/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,24697,KAB. LEBAK,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,60,60,10000,600000
31-01-2019,31-01-2019,00031/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,24697,KAB. LEBAK,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,12,12,11800,141600
31-01-2019,31-01-2019,00030/01/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
31-01-2019,31-01-2019,00030/01/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,84,84,12500,1050000
31-01-2019,31-01-2019,00030/01/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,312,312,11800,3681600
31-01-2019,31-01-2019,00030/01/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,276,276,5500,1518000
31-01-2019,31-01-2019,00029/01/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,125,125,70000,8750000
31-01-2019,31-01-2019,00029/01/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,212,212,10000,2120000
31-01-2019,31-01-2019,00029/01/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,58,58,11800,684400
31-01-2019,31-01-2019,00029/01/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,185,185,7100,1313500
31-01-2019,31-01-2019,00028/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,56858,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
31-01-2019,31-01-2019,00027/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37319,KAB. LEBAK,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,12,12,10000,120000
31-01-2019,31-01-2019,00026/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,40033,KAB. PANDEGLANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,23,23,70000,1610000
31-01-2019,31-01-2019,00025/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37660,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,30,30,70000,2100000
31-01-2019,31-01-2019,00024/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,39383,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,31,31,70000,2170000
31-01-2019,31-01-2019,00023/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,40089,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,100,100,70000,7000000
31-01-2019,31-01-2019,00022/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,39387,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,100,100,70000,7000000
31-01-2019,31-01-2019,00021/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37281,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,50,50,70000,3500000
31-01-2019,31-01-2019,00020/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37271,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,100,100,70000,7000000
31-01-2019,31-01-2019,00019/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,42401,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,50,50,70000,3500000
31-01-2019,31-01-2019,00018/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37658,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,55,55,70000,3850000
31-01-2019,31-01-2019,00017/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,56815,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
31-01-2019,31-01-2019,00016/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37260,KAB. LEBAK,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,22,22,10000,220000
31-01-2019,31-01-2019,00015/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,37260,KAB. LEBAK,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,12,12,11800,141600
31-01-2019,31-01-2019,00014/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,24668,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,30,30,70000,2100000
31-01-2019,31-01-2019,00014/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,24668,KAB. LEBAK,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,34,34,10000,340000
31-01-2019,31-01-2019,00013/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,38738,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,135,135,70000,9450000
31-01-2019,31-01-2019,00013/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,38738,KAB. LEBAK,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,72,72,10000,720000
31-01-2019,31-01-2019,00013/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,38738,KAB. LEBAK,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,30,30,7100,213000
31-01-2019,31-01-2019,00011/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,24698,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,24,24,70000,1680000
31-01-2019,31-01-2019,00011/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,24698,KAB. LEBAK,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,158,158,10000,1580000
31-01-2019,31-01-2019,00011/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,24698,KAB. LEBAK,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,24,24,11800,283200
31-01-2019,31-01-2019,00011/01/2019/09030/SPST,RPK-NON BPNT/Program Sembako,24698,KAB. LEBAK,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,32,32,7100,227200
30-01-2019,31-01-2019,00010/01/2019/09020/SPST,RPK-NON BPNT/Program Sembako,70900,KAB. TANGERANG,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,105,105,70000,7350000
31-01-2019,31-01-2019,00081/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,13950,KOTA ADM. JAKARTA PUSAT,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
31-01-2019,31-01-2019,00082/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,13234,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,6,6,70000,420000
31-01-2019,31-01-2019,00082/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,13234,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,20,100,52000,1040000
31-01-2019,31-01-2019,00083/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,29556,KOTA ADM. JAKARTA UTARA,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
31-01-2019,31-01-2019,00083/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,29556,KOTA ADM. JAKARTA UTARA,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,24,24,10000,240000
31-01-2019,31-01-2019,00084/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44071,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,2,10,59000,118000
31-01-2019,31-01-2019,00084/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44071,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,2,2,10000,20000
31-01-2019,31-01-2019,00079/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,58796,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,25,25,70000,1750000
31-01-2019,31-01-2019,00079/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,58796,KOTA ADM. JAKARTA TIMUR,GULA,GKP EKS RAWSUGAR PT.JMR,GULA POLOS,50,Kg,2,100,480000,960000
31-01-2019,31-01-2019,00079/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,58796,KOTA ADM. JAKARTA TIMUR,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,24,24,10000,240000
31-01-2019,31-01-2019,00079/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,58796,KOTA ADM. JAKARTA TIMUR,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,24,24,11800,283200
31-01-2019,31-01-2019,00079/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,58796,KOTA ADM. JAKARTA TIMUR,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,60,60,5500,330000
31-01-2019,31-01-2019,00080/01/2019/09001/SPST,RPK-NON BPNT/Program Sembako,16173,KAB. BEKASI,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,80,80,70000,5600000
